id,title,link,primary_topic,secondary_topic,confidence
3557,Why Your Small Business Needs a Growth Advisor,https://www.synnovatia.com/business-coaching-bid-157791-why-your-small-business-needs-a-growth-advisor/,People & Partnerships,Growth & Scaling,medium
3558,"Rocks, Pebbles, & Sand: How to Win at Business Growth",https://www.synnovatia.com/business-coaching-bid-157771-rocks-pebbles-sand-how-to-win-at-business-growth/,Strategy & Planning,Growth & Scaling,medium
3559,The Tough Decisions You Need to Make to Achieve Double Digit Growth,https://www.synnovatia.com/business-coaching-bid-157741-the-tough-decisions-you-need-to-make-to-achieve-double-digit-growth/,Growth & Scaling,,high
3560,Why You Need to Stop Focusing on Overwhelm & Start Focusing on Business Growth,https://www.synnovatia.com/business-coaching-bid-157720-why-you-need-to-stop-focusing-on-overwhelm-start-focusing-on-business-growth/,Mindset & Resilience,Growth & Scaling,medium
3561,Accelerate Your Business Growth Using This Cheat Sheet,https://www.synnovatia.com/business-coaching-bid-157688-accelerate-your-business-growth-using-this-cheat-sheet/,Growth & Scaling,,high
3562,Two Questions Every Business Owner Needs to Answer About Business Growth,https://www.synnovatia.com/business-coaching-bid-157640-two-questions-every-business-owner-needs-to-answer-about-business-growth/,Growth & Scaling,,high
3563,"Three BIG Returns From Promoting Women to Leadership (Guest Author, Margaret Jacoby of MJ Management Solutions, Inc.)",https://www.synnovatia.com/business-coaching-bid-157574-three-big-returns-from-promoting-women-to-leadership-guest-author-margaret-jacoby-of-mj-management-solutions-inc/,People & Partnerships,Ownership & Entrepreneurship,medium
3564,10 Signs You Need a Growth Strategy for Your Small Business,https://www.synnovatia.com/business-coaching-bid-157570-10-signs-you-need-a-growth-strategy-for-your-small-business/,Growth & Scaling,,high
3565,"Why We Love Small Business Growth Strategies (And You Should, Too!)",https://www.synnovatia.com/business-coaching-bid-157538-why-we-love-small-business-growth-strategies-and-you-should-too/,Growth & Scaling,,medium
3566,Business Strategy and Tom Petty: What They Have in Common,https://www.synnovatia.com/business-coaching-bid-157478-business-strategy-and-tom-petty-what-they-have-in-common/,Strategy & Planning,,medium
3567,Technical Skills Do Not a Business Make: Learning to Work On VS In Your Business,https://www.synnovatia.com/business-coaching-bid-157438-technical-skills-do-not-a-business-make-learning-to-work-on-vs-in-your-business/,Strategy & Planning,Growth & Scaling,high
3568,Why Every Small Business Needs an Inbound Marketing Strategy (In Under 350 Words),https://www.synnovatia.com/business-coaching-bid-157387-why-every-small-business-needs-an-inbound-marketing-strategy-in-under-350-words/,Sales & Marketing,,high
3569,Things Not Working? Perhaps You Need to Renegotiate – With Yourself (In Under 250 Words),https://www.synnovatia.com/business-coaching-bid-157317-things-not-working-perhaps-you-need-to-renegotiate-with-yourself-in-under-250-words/,Mindset & Resilience,,medium
3570,10 Quick Tips to Improve Your Productivity,https://www.synnovatia.com/business-coaching-bid-157290-10-quick-tips-to-improve-your-productivity/,Strategy & Planning,Mindset & Resilience,medium
3571,Don’t Discount Your Small Business Services! Delight Your Clients Instead,https://www.synnovatia.com/business-coaching-bid-157240-don-t-discount-your-small-business-services-delight-your-clients-instead/,Sales & Marketing,,high
3573,3 Tools Every Entrepreneur Needs to Make Strategic Decisions,https://www.synnovatia.com/business-coaching-bid-157159-3-tools-every-entrepreneur-needs-to-make-strategic-decisions/,Strategy & Planning,,high
3574,A Funny Thing Happened During the 30-Day Blogging Challenge…and Other Delightful Results,https://www.synnovatia.com/business-coaching-bid-157131-a-funny-thing-happened-during-the-30-day-blogging-challenge-and-other-delightful-results/,Sales & Marketing,,medium
3575,“What in the Sam Hill are the Minuses & Equals Doing in Your Business?”,https://www.synnovatia.com/business-coaching-bid-157112-what-in-the-sam-hill-are-the-minuses-equals-doing-in-your-business/,Mindset & Resilience,Strategy & Planning,low
3576,Show Some Respect for ‘Entrepreneur Barbie’ and Female Entrepreneurship!,https://www.synnovatia.com/business-coaching-bid-157078-show-some-respect-for-entrepreneur-barbie-and-female-entrepreneurship/,Ownership & Entrepreneurship,,medium
3577,How to Avoid the Trap Door of Small Business Stress,https://www.synnovatia.com/business-coaching-bid-157036-how-to-avoid-the-trap-door-of-small-business-stress/,Mindset & Resilience,,high
3578,5 Things I Love About My Small Business (In Under 200 Words),https://www.synnovatia.com/business-coaching-bid-156998-5-things-i-love-about-my-small-business-in-under-200-words/,Ownership & Entrepreneurship,,medium
3579,Do Small Business Owners Fear Success? More Than You Would Imagine!,https://www.synnovatia.com/business-coaching-bid-156972-do-small-business-owners-fear-success-more-than-you-would-imagine/,Mindset & Resilience,,high
3581,7 Things the Pros Want Entrepreneurs to Know About Juggling,https://www.synnovatia.com/business-coaching-bid-156844-7-things-the-pros-want-entrepreneurs-to-know-about-juggling/,Mindset & Resilience,Strategy & Planning,medium
3582,Solving the Age-Old Chicken or Egg” Problem for Small Business Owners”,https://www.synnovatia.com/business-coaching-bid-156786-solving-the-age-old-chicken-or-egg-problem-for-small-business-owners/,Strategy & Planning,,low
3583,How to Pivot and Resolve Lackluster Results in Your Business,https://www.synnovatia.com/business-coaching-bid-156757-how-to-pivot-and-resolve-lackluster-results-in-your-business/,Strategy & Planning,Growth & Scaling,medium
3584,How to Ensure the Achievement of Your Small Business Goals (In Under 150 Words),https://www.synnovatia.com/business-coaching-bid-156708-how-to-ensure-the-achievement-of-your-small-business-goals-in-under-150-words/,Strategy & Planning,,high
3585,What Your Calendar Says About Your Priorities (And the Probability of Achieving Your Small Business Goals),https://www.synnovatia.com/business-coaching-bid-156677-what-your-calendar-says-about-your-priorities-and-the-probability-of-achieving-your-small-business-goals/,Strategy & Planning,,high
3586,Who is the 12th Man” for Your Small Business? (In Under 150 Words)”,https://www.synnovatia.com/business-coaching-bid-156647-who-is-the-12th-man-for-your-small-business-in-under-150-words/,People & Partnerships,,medium
3587,The Blogging State of Mind: Lessons Learned from a 30-Day Blogging Challenge,https://www.synnovatia.com/business-coaching-bid-156581-the-blogging-state-of-mind-lessons-learned-from-a-30-day-blogging-challenge/,Sales & Marketing,,medium
3588,3 Sure-Fire Ways for Small Business Owners to Create More Time,https://www.synnovatia.com/business-coaching-bid-156543-3-sure-fire-ways-for-small-business-owners-to-create-more-time/,Strategy & Planning,,high
3589,The One Change You Need to Grow Your Small Business,https://www.synnovatia.com/business-coaching-bid-156515-the-one-change-you-need-to-grow-your-small-business/,Growth & Scaling,,medium
3590,The Way You’re Working Isn’t Working: Redefining Small Business Success,https://www.synnovatia.com/business-coaching-bid-156492-the-way-you-re-working-isn-t-working-redefining-small-business-success/,Mindset & Resilience,Strategy & Planning,medium
3591,3 Things to Avoid For Small Business Success,https://www.synnovatia.com/business-coaching-bid-156445-3-things-to-avoid-for-small-business-success/,Strategy & Planning,,medium
3592,A Sure-Fire Strategy for Small Business Goal Achievement,https://www.synnovatia.com/business-coaching-bid-156426-a-sure-fire-strategy-for-small-business-goal-achievement/,Strategy & Planning,,high
3593,Don’t Do “THIS” When Building Small Business Referral Relationships,https://www.synnovatia.com/business-coaching-bid-156421-don-t-do-this-when-building-small-business-referral-relationships/,People & Partnerships,Sales & Marketing,high
3594,Small Business Success Comes in Cans””,https://www.synnovatia.com/business-coaching-bid-156410-small-business-success-comes-in-cans/,Mindset & Resilience,,medium
3595,How Small Business Owners Get Things To Go As Planned,https://www.synnovatia.com/business-coaching-bid-156359-how-small-business-owners-get-things-to-go-as-planned/,Strategy & Planning,,high
3596,How to Build a Small Business You Love,https://www.synnovatia.com/business-coaching-bid-156335-how-to-build-a-small-business-you-love/,Ownership & Entrepreneurship,,high
3597,"With Facebook Pushing Paid Posts, What are Your Social Media Alternatives?",https://www.synnovatia.com/business-coaching-bid-156280-with-facebook-pushing-paid-posts-what-are-your-social-media-alternatives/,Sales & Marketing,,high
3598,10 Things Dad Taught Us About Running a Small Business,https://www.synnovatia.com/business-coaching-bid-156262-10-things-dad-taught-us-about-running-a-small-business/,Ownership & Entrepreneurship,,medium
3599,Why Growing Your Small Business in a Silo is Bad for Business,https://www.synnovatia.com/business-coaching-bid-156222-why-growing-your-small-business-in-a-silo-is-bad-for-business/,People & Partnerships,Growth & Scaling,medium
3600,Forget Work-Life Balance! Productive Small Business Owners Aim for Work-Life Groove,https://www.synnovatia.com/business-coaching-bid-156217-forget-work-life-balance-productive-small-business-owners-aim-for-work-life-groove/,Mindset & Resilience,,high
3601,Clean Your Plate! Things Your Mom Taught You About Small Business,https://www.synnovatia.com/business-coaching-bid-156209-clean-your-plate-things-your-mom-taught-you-about-small-business/,Mindset & Resilience,,low
3602,3 Common Beliefs Others Have About Your Home-Based Business,https://www.synnovatia.com/business-coaching-bid-156188-3-common-beliefs-others-have-about-your-home-based-business/,Ownership & Entrepreneurship,,low
3604,Collaboration: The Emerging Trend for Small Business Growth,https://www.synnovatia.com/business-coaching-bid-156123-collaboration-the-emerging-trend-for-small-business-growth/,People & Partnerships,Growth & Scaling,high
3606,3 Things You Need to do For Your Small Business to Grow,https://www.synnovatia.com/business-coaching-bid-156032-3-things-you-need-to-do-for-your-small-business-to-grow/,Growth & Scaling,,medium
3607,This is a Test! Are Assumptions Derailing Your Small Business Success?,https://www.synnovatia.com/business-coaching-bid-156025-this-is-a-test-are-assumptions-derailing-your-small-business-success/,Mindset & Resilience,Strategy & Planning,medium
3608,How to Attract Your Ideal Client to Your Small Business,https://www.synnovatia.com/business-coaching-bid-154286-how-to-attract-your-ideal-client-to-your-small-business/,Sales & Marketing,,high
3609,Five Steps to Building Financial Reserves for Your Small Business,https://www.synnovatia.com/business-coaching-bid-154288-five-steps-to-building-financial-reserves-for-your-small-business/,Strategy & Planning,,high
3610,Business Growth Strategy: How to Make Friends with Email,https://www.synnovatia.com/business-coaching-bid-155937-business-growth-strategy-how-to-make-friends-with-email/,Sales & Marketing,Growth & Scaling,medium
3611,10 Ways Your Small Business Benefits from Strategic Group Coaching,https://www.synnovatia.com/business-coaching-bid-155872-10-ways-your-small-business-benefits-from-strategic-group-coaching/,People & Partnerships,Strategy & Planning,medium
3612,Smart Selling: Ten Tips to Small Business Sales Success,https://www.synnovatia.com/business-coaching-bid-154292-smart-selling-ten-tips-to-small-business-sales-success/,Sales & Marketing,,high
3613,Are You a Pushover in your Small Business?,https://www.synnovatia.com/business-coaching-bid-155822-are-you-a-pushover-in-your-small-business/,Mindset & Resilience,,medium
3614,The 4 Top Unknown Reasons Your Business Needs Goals,https://www.synnovatia.com/business-coaching-bid-155815-the-4-top-unknown-reasons-your-business-needs-goals/,Strategy & Planning,,high
3615,5 Ways to Shift Your Small Business Into Drive,https://www.synnovatia.com/business-coaching-bid-155809-5-ways-to-shift-your-small-business-into-drive/,Growth & Scaling,Mindset & Resilience,medium
3616,Small Business Blogging: The Pain and the Promise for Entrepreneurs,https://www.synnovatia.com/business-coaching-bid-155768-small-business-blogging-the-pain-and-the-promise-for-entrepreneurs/,Sales & Marketing,,medium
3618,Women Business Owners: What You Need to Succeed,https://www.synnovatia.com/business-coaching-bid-155351-women-business-owners-what-you-need-to-succeed/,Ownership & Entrepreneurship,,medium
3619,Accounting & Growth for Small Business: The Devil’s in the Details…,https://www.synnovatia.com/business-coaching-bid-154291-accounting-growth-for-small-business-the-devil-s-in-the-details/,Strategy & Planning,,medium
3620,Are Your Small Business Offerings in Need of a Nip/Tuck?,https://www.synnovatia.com/business-coaching-bid-154295-are-your-small-business-offerings-in-need-of-a-nip-tuck/,Sales & Marketing,Growth & Scaling,medium
3621,Operating Efficiently as a Small Business Entrepreneur,https://www.synnovatia.com/business-coaching-bid-154290-operating-efficiently-as-a-small-business-entrepreneur/,Strategy & Planning,,medium
3622,10 Steps to Make Your Small Business Dream a Reality,https://www.synnovatia.com/business-coaching-bid-154297-10-steps-to-make-your-small-business-dream-a-reality/,Strategy & Planning,Ownership & Entrepreneurship,medium
3623,Ten Uncoventional Ways To Grow Your Business,https://www.synnovatia.com/business-coaching-bid-154296-ten-uncoventional-ways-to-grow-your-business/,Growth & Scaling,,high
3624,Grow Your Skill: Grow Your Small Business,https://www.synnovatia.com/business-coaching-bid-154284-grow-your-skill-grow-your-small-business/,Growth & Scaling,Ownership & Entrepreneurship,medium
3625,Marketing: What’s Hot & What’s Not …And What to Do to Grow Your Business,https://www.synnovatia.com/business-coaching-bid-154294-marketing-what-s-hot-what-s-not-and-what-to-do-to-grow-your-business/,Sales & Marketing,,high
3626,How to Achieve More in Your Small Business with Less Effort,https://www.synnovatia.com/business-coaching-bid-154191-how-to-achieve-more-in-your-small-business-with-less-effort/,Strategy & Planning,,medium
3627,4 Actions to Make Business Growth Your Top Priority,https://www.synnovatia.com/business-coaching-bid-154110-4-actions-to-make-business-growth-your-top-priority/,Growth & Scaling,,high
3628,6 Ways to Scare Up New Clients for Your Small Business,https://www.synnovatia.com/business-coaching-bid-153920-6-ways-to-scare-up-new-clients-for-your-small-business/,Sales & Marketing,,high
3629,Is People Pleasing Impacting Your Business Growth?,https://www.synnovatia.com/business-coaching-bid-153796-is-people-pleasing-impacting-your-business-growth/,Mindset & Resilience,Growth & Scaling,medium
3630,What’s Your Coachability Factor? How to Get Business Coaching Results,https://www.synnovatia.com/business-coaching-bid-152960-what-s-your-coachability-factor-how-to-get-business-coaching-results/,Ownership & Entrepreneurship,,medium
3631,8 Ways My Business Benefits From Business Coaching,https://www.synnovatia.com/business-coaching-bid-152423-8-ways-my-business-benefits-from-business-coaching/,Ownership & Entrepreneurship,,medium
3632,6 Ways Business Coaching Prevents Sales Slumps in Your Business,https://www.synnovatia.com/business-coaching-bid-152206-6-ways-business-coaching-prevents-sales-slumps-in-your-business/,Sales & Marketing,Ownership & Entrepreneurship,medium
3633,Feel Scattered? Quarterly Small Business Planning Keeps You On Track,https://www.synnovatia.com/business-coaching-bid-151527-feel-scattered-quarterly-small-business-planning-keeps-you-on-track/,Strategy & Planning,,high
3634,Daily Planning for Success is an Entrepreneurs Pot of Gold,https://www.synnovatia.com/business-coaching-bid-151322-daily-planning-for-success-is-an-entrepreneurs-pot-of-gold/,Strategy & Planning,,high
3635,Want More Clients? Planning for Success Weekly Builds Your Capacity,https://www.synnovatia.com/business-coaching-bid-151313-want-more-clients-planning-for-success-weekly-builds-your-capacity/,Strategy & Planning,Sales & Marketing,medium
3636,Let Monthly Business Growth Planning Keep You Focused,https://www.synnovatia.com/business-coaching-bid-151202-let-monthly-business-growth-planning-keep-you-focused/,Strategy & Planning,Growth & Scaling,high
3637,Unzip Your Success! 5 Types of Business Planning,https://www.synnovatia.com/business-coaching-bid-151076-unzip-your-success-5-types-of-planning-every-small-business-needs/,Strategy & Planning,,high
3638,Time is Not a Twinkie! Time Management Tips For Small Business,https://www.synnovatia.com/business-coaching-bid-150917-time-is-not-a-twinkie-learn-to-use-time-wisely-in-your-small-business/,Strategy & Planning,Mindset & Resilience,medium
3639,6 Steps to Small Business Revenue Growth,https://www.synnovatia.com/business-coaching-bid-150801-6-steps-to-small-business-revenue-growth/,Growth & Scaling,,high
3640,Show Me the Money! 5 Ways to Stop Underearning in Your Small Business,https://www.synnovatia.com/business-coaching-bid-150439-show-me-the-money-5-ways-to-stop-underearning-in-your-small-business/,Sales & Marketing,Mindset & Resilience,medium
3641,Got a Boat to Burn in Your Small Business? I’ve Got a Match!,https://www.synnovatia.com/business-coaching-bid-150115-got-a-boat-to-burn-in-your-small-business-i-ve-got-a-match/,Mindset & Resilience,,low
3642,The Icing on the Cake for Your Small Business,https://www.synnovatia.com/business-coaching-bid-149794-the-icing-on-the-cake-for-your-small-business/,Sales & Marketing,Strategy & Planning,low
3643,Grab Your Ruler! See How Your Social Media Measures Up,https://www.synnovatia.com/business-coaching-bid-149590-grab-your-ruler-see-how-your-social-media-measures-up/,Sales & Marketing,,high
3644,10 Solutions to Beat a Summer Sales Slump,https://www.synnovatia.com/business-coaching-bid-72592-10-solutions-to-beat-a-summer-sales-slump/,Sales & Marketing,,high
3645,Small Business: Which Social Media Platform is Best for You?,https://www.synnovatia.com/business-coaching-bid-148970-small-business-which-social-media-platform-is-best-for-you/,Sales & Marketing,,high
3646,When Should You Hire A Lawyer For Your Small Business? [Guest Blog],https://www.synnovatia.com/business-coaching-bid-148958-when-should-you-hire-a-lawyer-for-your-small-business-guest-blog/,People & Partnerships,,medium
3647,6 Ways Your Small Business Can Successfully Manage Social Media,https://www.synnovatia.com/business-coaching-bid-148817-6-ways-your-small-business-can-successfully-manage-social-media/,Sales & Marketing,,high
3648,Is it Time to Move Out of Your Inbox?,https://www.synnovatia.com/business-coaching-bid-148488-is-it-time-to-move-out-of-your-inbox/,Strategy & Planning,Mindset & Resilience,medium
3649,The Formula to Overcome Underpricing Yourself & Your Business,https://www.synnovatia.com/business-coaching-bid-148442-the-formula-to-overcome-underpricing-yourself-your-business/,Sales & Marketing,Mindset & Resilience,medium
3650,6 Questions to Ask When Interviewing a Strategic Business Coach,https://www.synnovatia.com/business-coaching-bid-148312-6-questions-to-ask-when-interviewing-a-strategic-business-coach/,Ownership & Entrepreneurship,,medium
3651,6 Smart Business Reasons to Run a Competitive Analysis,https://www.synnovatia.com/business-coaching-bid-126137-6-smart-business-reasons-to-run-a-competitive-analysis/,Strategy & Planning,Sales & Marketing,high
3652,Small Business Performance Solution: Get the Right Things Done,https://www.synnovatia.com/business-coaching-bid-147944-small-business-performance-solution-get-the-right-things-done/,Strategy & Planning,,medium
3653,8 Assumptions Squashing Your Small Business Growth,https://www.synnovatia.com/business-coaching-bid-147879-8-assumptions-squashing-your-small-business-growth/,Growth & Scaling,Mindset & Resilience,medium
3654,Want Greater Results? Pace Your Business Growth.,https://www.synnovatia.com/business-coaching-bid-147612-want-greater-results-pace-your-business-growth/,Growth & Scaling,,high
3655,Grow Your Business: How to Create More Focused Time,https://www.synnovatia.com/business-coaching-bid-147485-how-to-create-more-focused-time-to-grow-your-business/,Growth & Scaling,Strategy & Planning,medium
3656,5 Cool Things a Business Strategist Does for Your Small Business,https://www.synnovatia.com/business-coaching-bid-147382-5-cool-things-a-business-strategist-does-for-your-small-business/,Strategy & Planning,,medium
3657,Saying “Yes” to Conventional Wisdom Chokes Business Growth,https://www.synnovatia.com/business-coaching-bid-147368-saying-yes-to-conventional-wisdom-chokes-business-growth/,Growth & Scaling,,medium
3658,5 Simple Strategies to Spark Small Business Performance,https://www.synnovatia.com/business-coaching-bid-147221-5-simple-strategies-to-spark-small-business-performance/,Strategy & Planning,,medium
3659,"Overcome Underpricing, & Its Evil Twin, Underearning in Small Business",https://www.synnovatia.com/business-coaching-bid-146928-overcome-underpricing-its-evil-twin-underearning-in-small-business/,Sales & Marketing,Mindset & Resilience,medium
3660,5 on Friday: 5 Advisers Every Small Business Needs to Grow,https://www.synnovatia.com/business-coaching-bid-146882-5-on-friday-5-advisers-every-small-business-needs-to-grow/,People & Partnerships,Growth & Scaling,high
3661,Can Too Much Optimism Dampen Your Business Growth?,https://www.synnovatia.com/business-coaching-bid-146804-can-too-much-optimism-dampen-your-business-growth/,Mindset & Resilience,Growth & Scaling,medium
3662,5 on Friday: 5 Strategies to Overcome Sales Reluctance,https://www.synnovatia.com/business-coaching-bid-146597-5-on-friday-5-strategies-to-overcome-sales-reluctance/,Sales & Marketing,Mindset & Resilience,high
3663,Betting on Business Growth? Don’t Snub the Importance of Planning.,https://www.synnovatia.com/business-coaching-bid-146423-betting-on-business-growth-don-t-snub-the-importance-of-planning/,Strategy & Planning,Growth & Scaling,high
3664,5 on Friday: 5 Ways Women in Business Lean In” Every Day”,https://www.synnovatia.com/business-coaching-bid-146232-5-on-friday-5-ways-women-in-business-lean-in-every-day/,Ownership & Entrepreneurship,,medium
3665,8 Strategies to Avoid Small Business Burnout,https://www.synnovatia.com/business-coaching-bid-146125-8-strategies-to-avoid-small-business-burnout/,Mindset & Resilience,,high
3666,5 on Friday: 5 Things to Fear in Business,https://www.synnovatia.com/business-coaching-bid-146014-5-on-friday-5-things-to-fear-in-business/,Mindset & Resilience,,high
3667,(Ouch!) The 10 Common “Growing Pains” of Stage One Business Growth,https://www.synnovatia.com/business-coaching-bid-145848-ouch-the-10-common-growing-pains-of-stage-one-business-growth/,Growth & Scaling,,high
3668,5 on Friday: 5 Questions to Simplify Your Small Business Blogging,https://www.synnovatia.com/business-coaching-bid-145509-5-on-friday-5-questions-to-simplify-your-small-business-blogging/,Sales & Marketing,,high
3669,Is Your Small Business a Hollow Chocolate Easter Bunny?,https://www.synnovatia.com/business-coaching-bid-120516-is-your-small-business-a-hollow-chocolate-easter-bunny/,Growth & Scaling,Strategy & Planning,low
3670,5 on Friday: 5 Sources of Content for Your Small Business Blog,https://www.synnovatia.com/business-coaching-bid-145150-5-on-friday-5-sources-of-content-for-your-small-business-blog/,Sales & Marketing,,high
3671,Cracking the Code on Facebook for Small Business,https://www.synnovatia.com/business-coaching-bid-145095-cracking-the-code-on-facebook-for-small-business/,Sales & Marketing,,high
3672,Five on Friday: Five Ways to Erase Your Fear in Business,https://www.synnovatia.com/business-coaching-bid-145024-five-on-friday-five-ways-to-erase-your-fear-in-business/,Mindset & Resilience,,high
3673,10 Tips for Entrepreneurs to Achieve Work-Life Balance,https://www.synnovatia.com/business-coaching-bid-144829-10-tips-for-entrepreneurs-to-achieve-work-life-balance/,Mindset & Resilience,,high
3674,Five on Friday – 5 Business Ideas for Women to Rock Their Success,https://www.synnovatia.com/business-coaching-bid-144673-five-on-friday-5-business-ideas-for-women-to-rock-their-success/,Ownership & Entrepreneurship,,medium
3675,Five on Friday – 5 Signs the Price is Right for Your Small Business,https://www.synnovatia.com/business-coaching-bid-144346-five-on-friday-5-signs-the-price-is-right-for-your-small-business/,Sales & Marketing,,high
3676,"Oh, The Places Your Small Business Can Grow",https://www.synnovatia.com/business-coaching-bid-143996-oh-the-places-your-small-business-can-grow/,Growth & Scaling,,medium
3677,Five on Friday – Five Tips to Develop Clear Goals for Your Small Business,https://www.synnovatia.com/business-coaching-bid-143465-five-on-friday-five-tips-to-develop-clear-goals-for-your-small-business/,Strategy & Planning,,high
3678,Your Business Website & The Virtual Community,https://www.synnovatia.com/business-coaching-bid-143617-your-business-website-the-virtual-community/,Sales & Marketing,,medium
3679,Business Development Strategies to Turn Linkedin Views into Clients,https://www.synnovatia.com/business-coaching-bid-143356-business-development-strategies-to-turn-linkedin-views-into-clients/,Sales & Marketing,,high
3680,Five on Friday: Five Ways To Make Your Small Business “Net” Work,https://www.synnovatia.com/business-coaching-bid-103738-five-on-friday-five-ways-to-make-your-small-business-net-work/,People & Partnerships,,high
3681,Sound Off: Can Your Small Business Succeed on a 25-hour Workweek?,https://www.synnovatia.com/business-coaching-bid-143094-sound-off-can-your-small-business-succeed-on-a-25-hour-workweek/,Mindset & Resilience,,medium
3682,The Do’s and Don’ts of Goal Achievement in Your Small Business,https://www.synnovatia.com/business-coaching-bid-142952-the-do-s-and-don-ts-of-goal-achievement-in-your-small-business/,Strategy & Planning,,high
3683,Five on Friday: Five Ways to Use Personal Power for Business Growth,https://www.synnovatia.com/business-coaching-bid-142596-five-on-friday-five-ways-to-use-personal-power-for-business-growth/,Mindset & Resilience,Growth & Scaling,medium
3684,Don’t Hurry Your Small Business Growth!,https://www.synnovatia.com/business-coaching-bid-142583-don-t-hurry-your-small-business-growth/,Growth & Scaling,,medium
3685,Five on Friday: Five Ways Entrepreneurs Restore Work-Life Balance,https://www.synnovatia.com/business-coaching-bid-142079-five-on-friday-five-ways-entrepreneurs-restore-work-life-balance/,Mindset & Resilience,,high
3686,Five on Friday: Five Steps to Better Manage Your Goals,https://www.synnovatia.com/business-coaching-bid-141698-five-on-friday-five-steps-to-better-manage-your-goals/,Strategy & Planning,,high
3687,Five on Friday: 5 Ways to Get More Done in Your Business,https://www.synnovatia.com/business-coaching-bid-141616-five-on-friday-5-ways-to-get-more-done-in-your-business/,Strategy & Planning,,medium
3688,The 7 Primary Wants of the Entrepreneur,https://www.synnovatia.com/business-coaching-bid-141423-the-7-primary-wants-of-the-entrepreneur/,Ownership & Entrepreneurship,,medium
3689,7 Topics Entrepreneurs Want to Learn About,https://www.synnovatia.com/business-coaching-bid-141123-7-topics-entrepreneurs-want-to-learn-about/,Ownership & Entrepreneurship,,low
3690,The Entrepreneur’s Naughty and Nice List for Business Growth,https://www.synnovatia.com/business-coaching-bid-111622-the-entrepreneurs-naughty-and-nice-list-for-business-growth/,Growth & Scaling,,medium
3691,Questions Every Entrepreneur Needs to Ask at Year End,https://www.synnovatia.com/business-coaching-bid-139583-questions-every-entrepreneur-needs-to-ask-at-year-end/,Strategy & Planning,,high
3692,10 Questions Entrepreneurs Can Ask to Focus Their Vision,https://www.synnovatia.com/business-coaching-bid-139226-10-questions-entrepreneurs-can-ask-to-focus-their-vision/,Strategy & Planning,Ownership & Entrepreneurship,medium
3693,6 Lessons Entrepreneurs Can Learn from Ron Johnson (Who’s Ron?),https://www.synnovatia.com/business-coaching-bid-138608-6-lessons-entrepreneurs-can-learn-from-ron-johnson-who-s-ron/,Ownership & Entrepreneurship,,low
3694,Entrepreneur Speak: 8 Tips to a Stress-Less Holiday (Ho! Ho! Ho!),https://www.synnovatia.com/business-coaching-bid-138202-entrepreneur-speak-8-tips-to-a-stress-less-holiday-ho-ho-ho/,Mindset & Resilience,,medium
3695,What Entrepreneurs Want from a Strategic Business Coach,https://www.synnovatia.com/business-coaching-bid-137784-what-entrepreneurs-want-from-a-strategic-business-coach/,Ownership & Entrepreneurship,,medium
3696,Is Fear Spooking Your Business Success?,https://www.synnovatia.com/business-coaching-bid-137461-is-fear-spooking-your-business-success/,Mindset & Resilience,,high
3697,It Takes a Village To Run a Successful Business,https://www.synnovatia.com/business-coaching-bid-137234-it-takes-a-village-to-run-a-successful-business/,People & Partnerships,,high
3698,The Basics for Business Coaching: Establishing the Relationship,https://www.synnovatia.com/business-coaching-bid-137045-the-basics-for-business-coaching-establishing-the-relationship/,Ownership & Entrepreneurship,,medium
3699,Is Decision Fatigue Slowing Your Business Growth?,https://www.synnovatia.com/business-coaching-bid-137001-is-decision-fatigue-slowing-your-business-growth/,Mindset & Resilience,Growth & Scaling,medium
3700,Entrepreneurs Use Improv to Improve Business Skills,https://www.synnovatia.com/business-coaching-bid-136723-entrepreneurs-use-improv-to-improve-business-skills/,Mindset & Resilience,Strategy & Planning,low
3701,Does Your Definition of Business Success Belong to You?,https://www.synnovatia.com/business-coaching-bid-136583-does-your-definition-of-business-success-belong-to-you/,Ownership & Entrepreneurship,,high
3702,Business Coach or Business Consultant: The Decisive Difference,https://www.synnovatia.com/business-coaching-bid-136101-business-coach-or-business-consultant-the-decisive-difference/,Ownership & Entrepreneurship,,medium
3703,An Entrepreneur’s Etch-A-Sketch Moment,https://www.synnovatia.com/business-coaching-bid-135964-an-entrepreneur-s-etch-a-sketch-moment/,Mindset & Resilience,Strategy & Planning,low
3704,Strategic Business Coaching Produces Results You Can Measure,https://www.synnovatia.com/business-coaching-bid-135451-strategic-business-coaching-produces-results-you-can-measure/,Ownership & Entrepreneurship,,medium
3705,5 Steps to Dramatically Enhance Your Small Business Growth,https://www.synnovatia.com/business-coaching-bid-135438-5-steps-to-dramatically-enhance-your-small-business-growth/,Growth & Scaling,,high
3706,10 Things a Solopreneur Can Do Without,https://www.synnovatia.com/business-coaching-bid-135365-10-things-a-solopreneur-can-do-without/,Ownership & Entrepreneurship,,medium
3707,4 Steps to Reduce Information Overload & Raise Your Confidence,https://www.synnovatia.com/business-coaching-bid-134793-4-steps-to-reduce-information-overload-raise-your-confidence/,Mindset & Resilience,,medium
3708,What Makes an Effective Strategic Business Coach,https://www.synnovatia.com/business-coaching-bid-134571-what-makes-an-effective-strategic-business-coach/,Ownership & Entrepreneurship,,medium
3709,Is Ungrowth the New Growth Strategy for Business?,https://www.synnovatia.com/business-coaching-bid-134327-is-ungrowth-the-new-growth-strategy-for-business/,Growth & Scaling,Strategy & Planning,medium
